"","word","freq.all","freq.general"
"2453","prospect",3,NA
"2454","provision",3,NA
"2455","strangulation",3,NA
"2456","civilised",3,NA
"2457","fairness",3,NA
"2458","freedomloving",3,NA
"2459","owe",3,1
"2460","attacks",3,NA
"2461","tell",3,NA
"2462","economist",3,NA
"2463","empire",3,NA
"2464","reduced",3,1
"2465","republics",3,NA
"2466","sign",3,1
"2467","solving",3,1
"2468","necessarily",3,1
"2469","formulation",3,NA
"2470","lines",3,NA
"2471","wan",3,NA
"2472","caught",3,NA
"2473","drawn",3,NA
"2474","eisenhower",3,NA
"2475","moderation",3,NA
"2476","organisations",3,NA
"2477","speakers",3,NA
"2478","retrospect",3,1
"2479","arising",3,NA
"2480","employed",3,NA
"2481","encouraged",3,NA
"2482","eradicate",3,NA
"2483","forums",3,NA
"2484","manifestations",3,NA
"2485","relating",3,1
"2486","shipping",3,NA
"2487","continuously",3,1
"2488","indebted",3,1
"2489","addresses",3,3
"2490","sit",3,1
"2491","preventing",3,NA
"2492","sessions",3,NA
"2493","highness",3,1
"2494","royal",3,1
"2495","approaches",3,NA
"2496","goodbye",3,NA
"2497","inspired",3,NA
"2498","anybody",3,NA
"2499","chapter",3,NA
"2500","europes",3,NA
"2501","represents",3,NA
"2502","shackles",3,NA
"2503","till",3,NA
"2504","wrestled",3,NA
"2505","everlasting",3,NA
"2506","irreconcilable",3,NA
"2507","leaving",3,NA
"2508","westirian",3,NA
"2509","wise",3,NA
"2510","conscience",3,NA
"2511","courtesy",3,NA
"2512","intangible",3,NA
"2513","allegiance",3,NA
"2514","singular",3,NA
"2515","consular",3,3
"2516","evening",3,NA
"2517","addressing",2,1
"2518","crossroads",2,1
"2519","crying",2,1
"2520","deplored",2,1
"2521","explained",2,1
"2522","fairs",2,1
"2523","fates",2,1
"2524","fitting",2,2
"2525","fixed",2,1
"2526","grew",2,2
"2527","helpful",2,2
"2528","implements",2,1
"2529","intervened",2,2
"2530","looking",2,1
"2531","marching",2,1
"2532","multitude",2,1
"2533","newlyborn",2,1
"2534","participated",2,1
"2535","preparation",2,1
"2536","prior",2,1
"2537","pushed",2,1
"2538","ran",2,1
"2539","regretted",2,1
"2540","returning",2,2
"2541","separated",2,1
"2542","sila",2,2
"2543","strangers",2,2
"2544","termination",2,1
"2545","visits",2,1
"2546","binding",2,NA
"2547","borne",2,NA
"2548","cessation",2,NA
"2549","committee",2,1
"2550","implied",2,NA
"2551","potential",2,NA
"2552","reopen",2,NA
"2553","twenty",2,NA
"2554","wealth",2,NA
"2555","wished",2,NA
"2556","ambiguous",2,1
"2557","developing",2,1
"2558","emerged",2,1
"2559","fundamentally",2,1
"2560","gordon",2,1
"2561","highlights",2,1
"2562","psychological",2,1
"2563","reasoning",2,1
"2564","resulting",2,2
"2565","somewhat",2,1
"2566","unify",2,1
"2567","blind",2,NA
"2568","cohesive",2,NA
"2569","covering",2,NA
"2570","invariably",2,NA
"2571","moderating",2,NA
"2572","regular",2,NA
"2573","spokesman",2,NA
"2574","worthy",2,NA
"2575","abandoned",2,NA
"2576","audience",2,NA
"2577","bold",2,NA
"2578","bondage",2,1
"2579","consistently",2,1
"2580","die",2,NA
"2581","endorsement",2,NA
"2582","enviable",2,NA
"2583","evoked",2,NA
"2584","islamic",2,NA
"2585","missed",2,NA
"2586","reduce",2,1
"2587","reference",2,NA
"2588","securing",2,NA
"2589","thwarted",2,NA
"2590","uphold",2,NA
"2591","vigour",2,NA
"2592","abide",2,1
"2593","absurd",2,NA
"2594","across",2,1
"2595","afro",2,NA
"2596","afroasianism",2,NA
"2597","attempted",2,NA
"2598","cognizance",2,NA
"2599","complex",2,NA
"2600","comprising",2,NA
"2601","confession",2,NA
"2602","considerably",2,NA
"2603","contemplated",2,NA
"2604","damaging",2,NA
"2605","exceptions",2,NA
"2606","exclusively",2,NA
"2607","existlast",2,NA
"2608","forgotten",2,NA
"2609","gather",2,NA
"2610","inferiority",2,NA
"2611","inside",2,NA
"2612","kashmir",2,NA
"2613","moves",2,NA
"2614","offend",2,NA
"2615","passage",2,NA
"2616","respectivestateshow",2,NA
"2617","suggest",2,NA
"2618","susceptibilities",2,NA
"2619","unshakable",2,NA
"2620","vestiges",2,NA
"2621","worldpeace",2,1
"2622","worst",2,NA
"2623","abhor",2,NA
"2624","accelerated",2,NA
"2625","acknowledged",2,NA
"2626","arrangement",2,NA
"2627","civil",2,NA
"2628","colored",2,NA
"2629","concept",2,NA
"2630","deliberate",2,1
"2631","enslavement",2,NA
"2632","indifferent",2,NA
"2633","insecurity",2,NA
"2634","nationals",2,NA
"2635","operated",2,NA
"2636","pace",2,NA
"2637","partnership",2,NA
"2638","satellite",2,NA
"2639","scarce",2,NA
"2640","skilled",2,NA
"2641","threatens",2,NA
"2642","transferred",2,NA
"2643","translated",2,NA
"2644","anomalous",2,NA
"2645","approval",2,1
"2646","boundaries",2,NA
"2647","comprises",2,NA
"2648","decent",2,NA
"2649","indivisible",2,1
"2650","latest",2,NA
"2651","penetrate",2,NA
"2652","ussr",2,NA
"2653","bloodshed",2,NA
"2654","instrumental",2,NA
"2655","reciprocity",2,NA
"2656","aside",2,NA
"2657","beaten",2,NA
"2658","disappointing",2,NA
"2659","happier",2,NA
"2660","northern",2,NA
"2661","parleys",2,NA
"2662","australians",2,NA
"2663","ample",2,NA
"2664","assurance",2,NA
"2665","cloud",2,1
"2666","commissions",2,NA
"2667","demands",2,NA
"2668","emphasizes",2,NA
"2669","equipped",2,NA
"2670","heterogeneous",2,NA
"2671","impressions",2,NA
"2672","judge",2,1
"2673","motivated",2,NA
"2674","phrases",2,NA
"2675","politically",2,NA
"2676","timely",2,NA
"2677","visiting",2,NA
"2678","widest",2,1
"2679","approved",2,NA
"2680","authorized",2,NA
"2681","bearing",2,NA
"2682","decidedly",2,NA
"2683","desert",2,1
"2684","increasingly",2,NA
"2685","jewish",2,NA
"2686","miss",2,NA
"2687","permitted",2,NA
"2688","summer",2,NA
"2689","table",2,NA
"2690","deputy",2,NA
"2691","emissaries",2,NA
"2692","impose",2,NA
"2693","limit",2,NA
"2694","teaparty",2,NA
"2695","touch",2,NA
"2696","acts",2,NA
"2697","airmen",2,NA
"2698","assemblies",2,NA
"2699","chose",2,NA
"2700","chosen",2,1
"2701","contradictory",2,NA
"2702","deadline",2,NA
"2703","deadlock",2,NA
"2704","decisive",2,NA
"2705","fixing",2,NA
"2706","generation",2,NA
"2707","german",2,NA
"2708","giant",2,NA
"2709","intends",2,NA
"2710","isolated",2,NA
"2711","judges",2,NA
"2712","odds",2,NA
"2713","onc",2,NA
"2714","returned",2,NA
"2715","seeing",2,NA
"2716","swift",2,NA
"2717","tactic",2,NA
"2718","touching",2,NA
"2719","visible",2,NA
"2720","asiatic",2,NA
"2721","barely",2,NA
"2722","belongs",2,NA
"2723","chorus",2,NA
"2724","identity",2,1
"2725","israels",2,NA
"2726","questioned",2,1
"2727","reports",2,NA
"2728","resounding",2,NA
"2729","runs",2,1
"2730","spend",2,NA
"2731","substantial",2,NA
"2732","unreality",2,NA
"2733","wont",2,NA
"2734","arca",2,1
"2735","assumption",2,NA
"2736","commend",2,NA
"2737","hostility",2,NA
"2738","troubled",2,NA
"2739","carth",2,1
"2740","current",2,NA
"2741","exception",2,NA
"2742","goods",2,NA
"2743","grievances",2,NA
"2744","job",2,1
"2745","negro",2,NA
"2746","proclaimed",2,NA
"2747","stages",2,NA
"2748","suggesting",2,NA
"2749","tutelage",2,NA
"2750","aligned",2,2
"2751","associating",2,1
"2752","exactly",2,1
"2753","fitted",2,1
"2754","ment",2,1
"2755","presently",2,1
"2756","surprised",2,1
"2757","caution",2,NA
"2758","confab",2,NA
"2759","dong",2,NA
"2760","forum",2,NA
"2761","lippman",2,NA
"2762","organ",2,NA
"2763","outlet",2,NA
"2764","popular",2,NA
"2765","promoters",2,NA
"2766","relax",2,NA
"2767","revision",2,NA
"2768","sets",2,NA
"2769","sway",2,NA
"2770","unequivocal",2,NA
"2771","writer",2,NA
"2772","abdel",2,NA
"2773","curse",2,NA
"2774","defending",2,NA
"2775","desirous",2,1
"2776","dispose",2,NA
"2777","asiaafrican",2,NA
"2778","cairo",2,NA
"2779","clarity",2,NA
"2780","conversations",2,NA
"2781","cut",2,NA
"2782","neutrals",2,NA
"2783","summed",2,NA
"2784","winning",2,NA
"2785","constantly",2,NA
"2786","diplomat",2,1
"2787","holds",2,NA
"2788","legislature",2,NA
"2789","office",2,NA
"2790","protocol",2,NA
"2791","rank",2,NA
"2792","vicepresident",2,1
"2793","absent",2,NA
"2794","cabinet",2,NA
"2795","denounce",2,NA
"2796","faces",2,NA
"2797","hatoyama",2,NA
"2798","japans",2,NA
"2799","letters",2,1
"2800","presents",2,NA
"2801","shigemitsu",2,NA
"2802","bogey",2,NA
"2803","commenting",2,NA
"2804","frustrate",2,NA
"2805","influential",2,NA
"2806","intensified",2,NA
"2807","intrigues",2,NA
"2808","londons",2,NA
"2809","provocative",2,NA
"2810","refuse",2,NA
"2811","satisfactorily",2,NA
"2812","stood",2,NA
"2813","tour",2,NA
"2814","uniting",2,NA
"2815","warmly",2,NA
"2816","weaken",2,NA
"2817","writes",2,NA
"2818","â€œthe",2,NA
"2819","aroused",2,NA
"2820","limelight",2,NA
"2821","offensive",2,NA
"2822","vote",2,1
"2823","warfare",2,NA
"2824","assertion",2,NA
"2825","comparison",2,NA
"2826","expansion",2,NA
"2827","fragile",2,NA
"2828","ordinary",2,1
"2829","placing",2,NA
"2830","replacement",2,1
"2831","russians",2,NA
"2832","accepting",2,NA
"2833","affair",2,NA
"2834","afroasians",2,NA
"2835","counterbalancing",2,NA
"2836","eden",2,NA
"2837","egypts",2,NA
"2838","eleven",2,NA
"2839","envisaged",2,1
"2840","favor",2,NA
"2841","filipinos",2,NA
"2842","handling",2,NA
"2843","late",2,NA
"2844","marchuk",2,NA
"2845","monroe",2,NA
"2846","pvt",2,NA
"2847","reds",2,NA
"2848","reinforce",2,NA
"2849","thais",2,NA
"2850","truce",2,NA
"2851","understands",2,1
"2852","undertaking",2,NA
"2853","unfortunate",2,NA
"2854","victory",2,1
"2855","virulent",2,NA
"2856","vorkuta",2,NA
"2857","cool",2,NA
"2858","dissatisfaction",2,NA
"2859","fiddle",2,NA
"2860","hassouna",2,NA
"2861","highsounding",2,NA
"2862","incidentally",2,NA
"2863","lack",2,NA
"2864","misgivings",2,1
"2865","moroccan",2,NA
"2866","quarters",2,NA
"2867","tunisian",2,NA
"2868","wants",2,NA
"2869","bankruptcy",2,NA
"2870","compare",2,NA
"2871","composed",2,NA
"2872","despised",2,NA
"2873","enlist",2,NA
"2874","fashioned",2,NA
"2875","fide",2,NA
"2876","francisco",2,NA
"2877","manufactured",2,NA
"2878","miserable",2,NA
"2879","nightmare",2,NA
"2880","san",2,NA
"2881","serves",2,NA
"2882","somehow",2,NA
"2883","agricultural",2,NA
"2884","bulwark",2,1
"2885","educational",2,NA
"2886","extinguish",2,NA
"2887","familiar",2,NA
"2888","glittering",2,NA
"2889","knowhow",2,NA
"2890","master",2,NA
"2891","operation",2,NA
"2892","outward",2,1
"2893","pressures",2,NA
"2894","reading",2,NA
"2895","rigorously",2,NA
"2896","sees",2,NA
"2897","selfish",2,NA
"2898","societies",2,NA
"2899","specify",2,NA
"2900","strait",2,NA
"2901","surface",2,NA
"2902","throw",2,NA
"2903","utterly",2,1
"2904","asiaafrica",2,2
"2905","assure",2,2
"2906","bid",2,2
"2907","birthplaces",2,2
"2908","bodies",2,1
"2909","breathe",2,1
"2910","buddhism",2,1
"2911","cannon",2,2
"2912","capitalism",2,1
"2913","clash",2,1
"2914","classic",2,2
"2915","club",2,1
"2916","code",2,2
"2917","colours",2,1
"2918","conflagration",2,1
"2919","considerations",2,2
"2920","contrast",2,1
"2921","controlling",2,2
"2922","dangerously",2,1
"2923","decades",2,1
"2924","defiance",2,1
"2925","demanded",2,1
"2926","destroy",2,1
"2927","detestation",2,2
"2928","discharged",2,1
"2929","dynamism",2,1
"2930","eighty",2,2
"2931","england",2,1
"2932","envoys",2,1
"2933","ethical",2,2
"2934","ethics",2,2
"2935","ethnic",2,1
"2936","filled",2,2
"2937","forbearance",2,2
"2938","forefathers",2,1
"2939","frequently",2,1
"2940","glorious",2,1
"2941","grind",2,1
"2942","hardwon",2,1
"2943","horror",2,2
"2944","innumerable",2,1
"2945","intercontinental",2,1
"2946","interdependence",2,1
"2947","laissez",2,2
"2948","lifeblood",2,1
"2949","losing",2,1
"2950","marks",2,1
"2951","mental",2,1
"2952","midnight",2,2
"2953","misguided",2,1
"2954","mobilise",2,2
"2955","mobilised",2,1
"2956","motives",2,1
"2957","motto",2,2
"2958","nay",2,2
"2959","negligible",2,1
"2960","obsolete",2,1
"2961","oceans",2,2
"2962","originating",2,1
"2963","paramount",2,1
"2964","paved",2,1
"2965","pillar",2,1
"2966","pooled",2,1
"2967","potentiality",2,1
"2968","price",2,1
"2969","raison",2,1
"2970","reborn",2,2
"2971","release",2,1
"2972","restrain",2,1
"2973","ruthlessness",2,1
"2974","sake",2,1
"2975","shortcomings",2,2
"2976","sleep",2,1
"2977","sound",2,1
"2978","splendid",2,1
"2979","spoke",2,2
"2980","spreading",2,1
"2981","stick",2,1
"2982","swept",2,2
"2983","thrown",2,1
"2984","tools",2,1
"2985","travel",2,1
"2986","tribulations",2,2
"2987","unborn",2,2
"2988","unchained",2,1
"2989","unhappy",2,1
"2990","voiceless",2,1
"2991","walk",2,2
"2992","water",2,1
"2993","abhorrence",2,1
"2994","abilities",2,2
"2995","accepts",2,1
"2996","anymore",2,1
"2997","befitting",2,2
"2998","beneficial",2,1
"2999","brotherly",2,1
"3000","buildingup",2,2
"3001","chains",2,1
"3002","controversy",2,1
"3003","corners",2,2
"3004","dark",2,2
"3005","daydreamers",2,2
"3006","debarred",2,1
"3007","destroyed",2,1
"3008","devise",2,1
"3009","discover",2,1
"3010","dominates",2,1
"3011","eagerly",2,2
"3012","eliminating",2,1
"3013","entrusted",2,2
"3014","entry",2,1
"3015","equipment",2,1
"3016","excolonial",2,1
"3017","false",2,1
"3018","formulated",2,2
"3019","frightening",2,2
"3020","genius",2,1
"3021","highnesses",2,2
"3022","horrors",2,1
"3023","hot",2,1
"3024","implies",2,1
"3025","indulgence",2,1
"3026","inexhaustible",2,1
"3027","insurmountable",2,2
"3028","labours",2,2
"3029","lessons",2,1
"3030","limited",2,2
"3031","logical",2,1
"3032","meanwhile",2,1
"3033","minimum",2,1
"3034","nobody",2,1
"3035","optimism",2,1
"3036","overnight",2,2
"3037","precarious",2,1
"3038","presentday",2,2
"3039","quarter",2,1
"3040","quote",2,1
"3041","rates",2,1
"3042","requirements",2,1
"3043","resurgence",2,1
"3044","rightly",2,1
"3045","roof",2,1
"3046","salutary",2,1
"3047","satisfactory",2,1
"3048","sentence",2,1
"3049","shift",2,1
"3050","sources",2,2
"3051","speculations",2,1
"3052","spoken",2,1
"3053","stockpiling",2,2
"3054","substance",2,1
"3055","utterances",2,2
"3056","voicing",2,2
"3057","wake",2,2
"3058","wishful",2,1
"3059","witnessed",2,1
"3060","beaches",2,NA
"3061","monday",2,1
"3062","rizal",2,NA
"3063","sister",2,NA
"3064","tears",2,NA
"3065","timebomb",2,NA
"3066","affection",2,NA
"3067","borders",2,NA
"3068","counterbalance",2,NA
"3069","anticommunists",2,NA
"3070","awaited",2,NA
"3071","beings",2,NA
"3072","charm",2,NA
"3073","disturbing",2,NA
"3074","dwell",2,NA
"3075","fervent",2,NA
"3076","listen",2,NA
"3077","offering",2,NA
"3078","opposite",2,NA
"3079","origins",2,NA
"3080","overlook",2,NA
"3081","species",2,NA
"3082","contributing",2,NA
"3083","finds",2,NA
"3084","fullest",2,NA
"3085","requests",2,NA
"3086","shila",2,NA
"3087","trial",2,NA
"3088","annihilation",2,NA
"3089","averted",2,NA
"3090","camps",2,NA
"3091","consent",2,NA
"3092","deadly",2,NA
"3093","laboured",2,NA
"3094","methods",2,NA
"3095","preserved",2,NA
"3096","resolve",2,NA
"3097","resort",2,NA
"3098","salvation",2,NA
"3099","tasks",2,NA
"3100","unable",2,NA
"3101","veto",2,NA
"3102","vivid",2,NA
"3103","whereof",2,1
"3104","awake",2,NA
"3105","combine",2,NA
"3106","commit",2,NA
"3107","creates",2,NA
"3108","flagrant",2,NA
"3109","fulfilment",2,NA
"3110","generosity",2,NA
"3111","harmful",2,NA
"3112","helpless",2,NA
"3113","improving",2,NA
"3114","inflicted",2,NA
"3115","initiated",2,NA
"3116","innocent",2,NA
"3117","involves",2,NA
"3118","jurisdiction",2,NA
"3119","law",2,NA
"3120","laws",2,NA
"3121","limitation",2,NA
"3122","massdestructive",2,NA
"3123","painful",2,NA
"3124","refrain",2,NA
"3125","regulation",2,NA
"3126","remaining",2,NA
"3127","stem",2,NA
"3128","translate",2,NA
"3129","untold",2,NA
"3130","witnessing",2,NA
"3131","announcement",2,NA
"3132","countless",2,NA
"3133","pledged",2,NA
"3134","transitional",2,NA
"3135","clean",2,NA
"3136","efficiency",2,NA
"3137","embody",2,NA
"3138","inspire",2,NA
"3139","integrate",2,NA
"3140","koran",2,NA
"3141","modest",2,NA
"3142","outworn",2,NA
"3143","recognizing",2,NA
"3144","serving",2,NA
"3145","sight",2,NA
"3146","surely",2,NA
"3147","verse",2,NA
"3148","cherish",2,NA
"3149","colonialist",2,NA
"3150","fanaticism",2,NA
"3151","intimately",2,NA
"3152","loyal",2,NA
"3153","receive",2,NA
"3154","beacon",2,1
"3155","constant",2,NA
"3156","contemporary",2,NA
"3157","entering",2,NA
"3158","honorable",2,NA
"3159","property",2,NA
"3160","selfhelp",2,NA
"3161","solely",2,NA
"3162","separate",2,1
"3163","alleged",2,NA
"3164","edition",2,NA
"3165","english",2,NA
"3166","extreme",2,NA
"3167","neglect",2,NA
"3168","weapon",2,NA
"3169","alike",2,NA
"3170","campaign",2,NA
"3171","conclusions",2,NA
"3172","critics",2,NA
"3173","hospitable",2,NA
"3174","misunderstanding",2,NA
"3175","nonalignment",2,NA
"3176","vigorous",2,NA
"3177","dislike",2,NA
"3178","mirror",2,NA
"3179","regimentation",2,NA
"3180","subsequent",2,1
"3181","underlying",2,NA
"3182","unnecessary",2,NA
"3183","buy",2,NA
"3184","divert",2,NA
"3185","evatt",2,NA
"3186","plenty",2,NA
"3187","associated",2,NA
"3188","chalmers",2,NA
"3189","enslaver",2,NA
"3190","favoring",2,NA
"3191","named",2,NA
"3192","palpably",2,NA
"3193","radio",2,NA
"3194","carly",2,1
"3195","cease",2,NA
"3196","economie",2,NA
"3197","plus",2,NA
"3198","prominent",2,NA
"3199","smoothly",2,1
"3200","vitally",2,NA
"3201","ills",2,1
"3202","slightest",2,1
"3203","uncertain",2,1
"3204","deprived",2,NA
"3205","division",2,NA
"3206","freedoms",2,NA
"3207","impede",2,NA
"3208","numerous",2,NA
"3209","observing",2,NA
"3210","concord",2,NA
"3211","continental",2,NA
"3212","creed",2,NA
"3213","enhancement",2,NA
"3214","evolve",2,NA
"3215","healthy",2,NA
"3216","import",2,NA
"3217","objectivity",2,NA
"3218","orderly",2,NA
"3219","proffer",2,NA
"3220","underprivileged",2,NA
"3221","alas",2,NA
"3222","derived",2,NA
"3223","realized",2,NA
"3224","reconsider",2,NA
"3225","rightful",2,1
"3226","widen",2,NA
"3227","arbitration",2,NA
"3228","eligible",2,NA
"3229","indicate",2,NA
"3230","insidious",2,NA
"3231","misled",2,NA
"3232","nonpermanent",2,NA
"3233","pillars",2,NA
"3234","removed",2,NA
"3235","advances",2,NA
"3236","avert",2,NA
"3237","business",2,NA
"3238","condemning",2,NA
"3239","diversify",2,NA
"3240","epoch",2,NA
"3241","market",2,NA
"3242","narrow",2,NA
"3243","paying",2,NA
"3244","regain",2,NA
"3245","relevant",2,NA
"3246","selfrespect",2,NA
"3247","sober",2,NA
"3248","asset",2,NA
"3249","blood",2,NA
"3250","centurys",2,NA
"3251","concentration",2,NA
"3252","framed",2,NA
"3253","riches",2,NA
"3254","room",2,NA
"3255","seat",2,NA
"3256","sublime",2,NA
"3257","tunis",2,NA
"3258","initiator",2,NA
"3259","remnants",2,NA
"3260","shoulders",2,NA
"3261","smoothen",2,NA
"3262","blitz",2,NA
"3263","oil",2,NA
"3264","repeatedly",2,NA
"3265","statesman",2,NA
"3266","carlos",2,NA
"3267","gen",2,NA
"3268","greeting",2,NA
"3269","waystation",2,NA
"3270","concedes",2,NA
"3271","confused",2,NA
"3272","definite",2,NA
"3273","doubtless",2,NA
"3274","horse",2,NA
"3275","abolition",2,NA
"3276","answered",2,NA
"3277","landlocked",2,NA
"3278","privations",2,NA
"3279","studies",2,NA
"3280","undertaken",2,NA
"3281","ardent",2,NA
"3282","countrymen",2,NA
"3283","enrich",2,NA
"3284","flourish",2,NA
"3285","goal",2,NA
"3286","provisional",2,NA
"3287","research",2,NA
"3288","teach",2,NA
"3289","cherished",2,NA
"3290","cleared",2,1
"3291","glad",2,NA
"3292","hunger",2,NA
"3293","standards",2,NA
"3294","czechoslovakia",2,NA
"3295","existed",2,NA
"3296","hesitation",2,NA
"3297","convert",2,NA
"3298","courses",2,NA
"3299","improved",2,NA
"3300","organizations",2,NA
"3301","proves",2,NA
"3302","residing",2,NA
"3303","appeared",2,NA
"3304","deliberation",2,NA
"3305","hide",2,NA
"3306","moslems",2,NA
"3307","whatsoever",2,NA
"3308","antiinternational",2,NA
"3309","inalienable",2,1
"3310","obtained",2,NA
"3311","parallel",2,NA
"3312","personalities",2,NA
"3313","properties",2,NA
"3314","quickly",2,1
"3315","supporters",2,NA
"3316","viz",2,NA
"3317","apologists",2,NA
"3318","association",2,NA
"3319","constituted",2,1
"3320","disagreement",2,NA
"3321","diverse",2,NA
"3322","eloquence",2,NA
"3323","happening",2,NA
"3324","longterm",2,NA
"3325","papers",2,NA
"3326","swing",2,NA
"3327","viewing",2,NA
"3328","weekend",2,NA
"3329","ceremony",2,2
"3330","furthering",2,1
"3331","providing",2,2
"3332","residence",2,2
"3333","sunarjo",2,2
"3334","instruments",2,1
"3335","aforesaid",2,NA
"3336","aggressors",2,NA
"3337","armistice",2,NA
"3338","battlefields",2,NA
"3339","behindthescenes",2,NA
"3340","bloody",2,NA
"3341","cannonfodder",2,NA
"3342","comple",2,NA
"3343","consolidating",2,NA
"3344","consultative",2,NA
"3345","correctly",2,NA
"3346","devilish",2,NA
"3347","embargo",2,NA
"3348","energetically",2,NA
"3349","enforced",2,NA
"3350","enslave",2,NA
"3351","entered",2,NA
"3352","imprint",2,NA
"3353","independece",2,NA
"3354","isidentical",2,NA
"3355","july",2,NA
"3356","kenya",2,NA
"3357","manoeuvres",2,NA
"3358","mobilize",2,NA
"3359","outhorities",2,NA
"3360","overall",2,NA
"3361","peacefull",2,NA
"3362","potentiatlities",2,NA
"3363","provoked",2,NA
"3364","recover",2,NA
"3365","regrouping",2,NA
"3366","restore",2,NA
"3367","rubberplantations",2,NA
"3368","sabotaging",2,NA
"3369","scheme",2,NA
"3370","schemes",2,NA
"3371","soils",2,NA
"3372","soldiers",2,NA
"3373","thoroughly",2,NA
"3374","troubling",2,NA
"3375","vested",2,NA
"3376","withdrawal",2,NA
"3377","youth",2,NA
"3378","zones",2,NA
"3379","allotted",2,NA
"3380","choosing",2,NA
"3381","gross",2,NA
"3382","miniature",2,NA
"3383","occur",2,NA
"3384","persuade",2,NA
"3385","quiet",2,NA
"3386","reactionary",2,NA
"3387","services",2,1
"3388","utter",2,NA
"3389","check",2,NA
"3390","exclusion",2,NA
"3391","attack",2,NA
"3392","boat",2,NA
"3393","greece",2,NA
"3394","remembered",2,NA
"3395","wiped",2,NA
"3396","front",2,NA
"3397","min",2,NA
"3398","semarang",2,NA
"3399","triumph",2,NA
"3400","asserted",2,NA
"3401","cruel",2,NA
"3402","disappointed",2,1
"3403","noncommunists",2,NA
"3404","pose",2,NA
"3405","strasbourg",2,NA
"3406","unrivalled",2,NA
"3407","usual",2,1
"3408","neighbourliness",2,1
"3409","congratulate",2,1
"3410","dying",2,NA
"3411","greek",2,NA
"3412","includes",2,NA
"3413","postponed",2,NA
"3414","recourse",2,NA
"3415","relief",2,NA
"3416","asking",2,1
"3417","reject",2,NA
"3418","semipermanent",2,NA
"3419","wind",2,NA
"3420","behaviour",2,NA
"3421","cheer",2,NA
"3422","chous",2,NA
"3423","denunciation",2,NA
"3424","drama",2,NA
"3425","exploit",2,NA
"3426","interpretation",2,NA
"3427","monopoly",2,NA
"3428","munists",2,NA
"3429","patient",2,NA
"3430","references",2,NA
"3431","semicolonies",2,NA
"3432","tactical",2,NA
"3433","unlikely",2,NA
"3434","approached",2,NA
"3435","asks",2,NA
"3436","claimed",2,NA
"3437","communications",2,1
"3438","decline",2,NA
"3439","demonstrated",2,NA
"3440","dollar",2,NA
"3441","dramatic",2,NA
"3442","europeans",2,NA
"3443","hearing",2,NA
"3444","indictment",2,NA
"3445","marking",2,NA
"3446","nassersukarno",2,NA
"3447","odd",2,NA
"3448","perspectives",2,NA
"3449","reasonable",2,NA
"3450","straightforward",2,NA
"3451","surprise",2,NA
"3452","themes",2,NA
"3453","turnabout",2,NA
"3454","federal",2,NA
"3455","governing",2,NA
"3456","properly",2,NA
"3457","served",2,NA
"3458","agency",2,NA
"3459","ageold",2,NA
"3460","animated",2,NA
"3461","appealed",2,NA
"3462","conciliation",2,NA
"3463","distribution",2,NA
"3464","enriched",2,NA
"3465","experimentation",2,NA
"3466","feasible",2,NA
"3467","freight",2,NA
"3468","fuller",2,NA
"3469","interdependent",2,NA
"3470","intraregional",2,NA
"3471","manufacture",2,NA
"3472","multilateral",2,NA
"3473","precluded",2,NA
"3474","pursuing",2,NA
"3475","qualified",2,NA
"3476","reaffirmed",2,NA
"3477","renew",2,NA
"3478","reviewed",2,NA
"3479","risks",2,NA
"3480","stabilizing",2,NA
"3481","training",2,NA
"3482","transit",2,NA
"3483","types",2,NA
"3484","ventures",2,NA
"3485","disagreed",2,1
"3486","restricted",2,2
"3487","crowds",2,1
"3488","dispelled",2,2
"3489","externally",2,2
"3490","guarantees",2,1
"3491","mould",2,1
"3492","streets",2,1
"3493","negotiate",2,1
"3494","militarily",2,NA
"3495","noexistence",2,NA
"3496","prefer",2,NA
"3497","raya",2,NA
"3498","seemingly",2,NA
"3499","adam",2,NA
"3500","concludes",2,NA
"3501","gatherings",2,NA
"3502","genuinely",2,NA
"3503","signs",2,NA
"3504","troubles",2,NA
"3505","heartfelt",2,NA
"3506","touched",2,NA
"3507","beset",2,NA
"3508","farewell",2,NA
"3509","impressed",2,NA
"3510","prince",2,NA
"3511","record",2,NA
"3512","refer",2,NA
"3513","ably",2,NA
"3514","health",2,NA
"3515","aggressiveness",2,NA
"3516","compulsion",2,NA
"3517","creditable",2,NA
"3518","dictation",2,NA
"3519","fatigue",2,NA
"3520","galleys",2,NA
"3521","grow",2,NA
"3522","mistakes",2,NA
"3523","tied",2,NA
"3524","tolerated",2,NA
"3525","yesmen",2,NA
"3526","items",2,NA
"3527","pessimistic",2,NA
"3528","satisfying",2,NA
"3529","successes",2,NA
"3530","concessions",2,NA
"3531","emancipation",2,NA
"3532","publicity",2,NA
"3533","rejoicing",2,NA
"3534","undue",2,NA
"3535","characterised",2,NA
"3536","kindness",2,NA
"3537","supports",2,NA
"3538","contributions",2,NA
"3539","gratified",2,NA
"3540","phase",2,NA
"3541","steering",2,NA
"3542","warmhearted",2,NA
"3543","thankfulness",2,NA
"3544","emanating",2,NA
"3545","epochal",2,NA
"3546","peculiar",2,NA
"3547","accords",2,NA
"3548","admiration",2,NA
"3549","arranging",2,NA
"3550","defining",2,NA
"3551","shaping",2,NA
"3552","tranquility",2,NA
"3553","assess",2,NA
"3554","observed",2,NA
"3555","sion",2,NA
"3556","vitality",2,NA
"3557","organizing",2,NA
